0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US94726,"Wheeling, WV--OH Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US89974,"Valdosta, GA Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US93025,"Wausau, WI Urbanized Area (2010)"
2752509,,16447,,1979240,,17625,,1722020,,17614,,257220,,10353,,178923,,8295,,45209,,4492,,17727,,3618,,10770,,2348,,4591,,1420,,421440,,11767,,142916,,7541,,256164,,8741,,19769,,2584,,2591,,723,,0,,203,,16970,,2763,,3348,,885,,26258,,2839,,101281,,5195,,33390,,4301,,170582,,7372,,400C100US92242,"Washington, DC--VA--MD Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US92485,"Waterbury, CT Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US92593,"Waterloo, IA Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US92890,"Watsonville, CA Urbanized Area (2010)"
292612,,7750,,257254,,7310,,236307,,7203,,20947,,2521,,16315,,2411,,2662,,948,,1256,,574,,451,,707,,263,,184,,7706,,1963,,7310,,1939,,343,,232,,53,,86,,0,,203,,0,,203,,340,,326,,49,,81,,979,,423,,10829,,1687,,2947,,1138,,12508,,1843,,400C100US83926,"Springfield, MA--CT Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US83548,"Spartanburg, SC Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US83980,"Springfield, OH Urbanized Area (2010)"
73101,,2870,,65732,,2991,,59660,,2756,,6072,,1367,,4886,,1228,,658,,402,,403,,367,,125,,153,,0,,195,,1609,,657,,1572,,655,,37,,78,,0,,195,,0,,195,,0,,195,,152,,194,,11,,18,,489,,347,,732,,330,,553,,387,,3823,,1233,,400C100US83899,"Springfield, IL Urbanized Area (2010)"
137423,,5923,,125012,,6264,,112804,,5720,,12208,,2374,,10434,,2271,,1071,,479,,361,,320,,138,,211,,204,,247,,3877,,1513,,3877,,1513,,0,,195,,0,,195,,0,,195,,0,,195,,33,,54,,100,,139,,1044,,654,,2713,,878,,854,,439,,3790,,891,,400C100US83953,"Springfield, MO Urbanized Area (2010)"
118576,,4566,,108075,,4306,,98063,,4579,,10012,,2294,,7304,,2093,,1252,,618,,600,,522,,360,,289,,496,,524,,1523,,885,,1359,,862,,164,,264,,0,,203,,0,,203,,0,,203,,86,,150,,21,,35,,242,,267,,2687,,816,,1678,,949,,4264,,1350,,400C100US29089,"Fargo, ND--MN Urbanized Area (2010)"
155128,,3749,,136956,,4082,,122621,,3601,,14335,,2048,,10652,,1847,,2422,,917,,574,,439,,328,,239,,359,,249,,1181,,545,,1181,,545,,0,,216,,0,,216,,0,,216,,0,,216,,625,,402,,151,,162,,304,,260,,8808,,3002,,2190,,824,,4913,,1237,,400C100US29440,"Fayetteville, NC Urbanized Area (2010)"
171958,,6046,,160837,,5969,,138414,,5502,,22423,,2925,,15917,,2781,,4996,,1972,,851,,655,,566,,453,,93,,198,,983,,486,,612,,405,,260,,320,,0,,203,,0,,203,,111,,184,,0,,203,,209,,188,,916,,427,,1767,,645,,543,,365,,6703,,1529,,400C100US29494,"Fayetteville--Springdale--Rogers, AR--MO Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US29818,"Flagstaff, AZ Urbanized Area (2010)"
139762,,4474,,127270,,4098,,113716,,3862,,13554,,1983,,11252,,1945,,1128,,613,,753,,418,,165,,131,,256,,181,,2363,,895,,2318,,867,,0,,175,,0,,175,,0,,175,,45,,74,,361,,379,,59,,98,,139,,134,,1883,,818,,529,,333,,7158,,1652,,400C100US29872,"Flint, MI Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US29953,"Florence, AL Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US49096,"Leominster--Fitchburg, MA Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US51175,"Longmont, CO Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US51256,"Longview, TX Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US51283,"Longview, WA--OR Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US51364,"Lorain--Elyria, OH Urbanized Area (2010)"
6232326,,23695,,5248611,,25980,,4656622,,25057,,591989,,13576,,445605,,12871,,87891,,5566,,29321,,3055,,18501,,2225,,10671,,2005,,306079,,9707,,244900,,9227,,31453,,2780,,14892,,2300,,11494,,1642,,3340,,1232,,23985,,3088,,12300,,2087,,42862,,4317,,156157,,8052,,75173,,5320,,367159,,11783,,400C100US51445,"Los Angeles--Long Beach--Anaheim, CA Urbanized Area (2010)"
490221,,6972,,433451,,6783,,398244,,6918,,35207,,3660,,27662,,3470,,5888,,1654,,776,,299,,227,,196,,654,,444,,11508,,2385,,11500,,2384,,0,,203,,8,,14,,0,,203,,0,,203,,779,,407,,260,,305,,1260,,491,,11009,,2447,,7489,,1932,,24465,,2808,,400C100US51755,"Louisville/Jefferson County, KY--IN Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US73153,"Racine, WI Urbanized Area (2010)"
559671,,8789,,480728,,9554,,439181,,9452,,41547,,4363,,29684,,3795,,7832,,1920,,1297,,608,,1956,,1209,,778,,566,,5028,,1365,,4725,,1431,,114,,139,,189,,235,,0,,216,,0,,216,,1479,,864,,308,,222,,1095,,465,,6297,,1551,,5067,,1802,,59669,,4987,,400C100US73261,"Raleigh, NC Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US73396,"Rapid City, SD Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US73693,"Reading, PA Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US73774,"Redding, CA Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US76204,"Rome, GA Urbanized Area (2010)"
151351,,5159,,137800,,4932,,125719,,4919,,12081,,1820,,8893,,1722,,2211,,935,,446,,454,,298,,256,,233,,286,,3068,,979,,573,,528,,255,,253,,2181,,848,,59,,96,,0,,203,,108,,130,,44,,73,,187,,249,,1351,,720,,738,,553,,8055,,1528,,400C100US76474,"Round Lake Beach--McHenry--Grayslake, IL--WI Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US72112,"Prescott Valley--Prescott, AZ Urbanized Area (2010)"
602489,,10255,,532505,,10114,,482949,,10329,,49556,,5217,,37004,,4401,,8164,,2130,,2434,,1132,,1122,,929,,832,,587,,19486,,2754,,11202,,2453,,806,,430,,7175,,1467,,51,,84,,252,,346,,626,,543,,203,,204,,1379,,685,,18607,,2875,,5051,,1390,,24632,,3684,,400C100US72505,"Providence, RI--MA Urbanized Area (2010)"
272373,,5147,,228060,,5788,,194389,,5995,,33671,,4040,,26423,,3771,,3585,,935,,1991,,718,,1138,,665,,534,,301,,8093,,1564,,4481,,1112,,96,,115,,2945,,690,,571,,694,,0,,198,,0,,198,,1337,,578,,2207,,793,,10581,,1766,,1486,,731,,20609,,2118,,400C100US72559,"Provo--Orem, UT Urbanized Area (2010)"
58947,,3023,,54827,,3024,,46350,,2663,,8477,,1767,,6580,,1792,,1039,,670,,239,,220,,542,,355,,77,,94,,88,,100,,88,,100,,0,,206,,0,,206,,0,,206,,0,,206,,0,,206,,339,,319,,408,,363,,1077,,445,,281,,205,,1927,,709,,400C100US72613,"Pueblo, CO Urbanized Area (2010)"
166628,,5845,,136287,,6138,,126416,,5751,,9871,,1769,,7885,,1543,,1312,,657,,531,,503,,109,,126,,34,,59,,2382,,749,,2382,,749,,0,,206,,0,,206,,0,,206,,0,,206,,48,,84,,320,,378,,5054,,1354,,4485,,1069,,2101,,1066,,15951,,2190,,400C100US30628,"Fort Collins, CO Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US30925,"Fort Smith, AR--OK Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US30115,"Florida--Imbéry--Barceloneta, PR Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US30061,"Florence, SC Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US31060,"Fort Walton Beach--Navarre--Wright, FL Urbanized Area (2010)"
160800,,4335,,148861,,4256,,132449,,4182,,16412,,1924,,12840,,1815,,1994,,800,,965,,493,,613,,487,,0,,201,,1874,,927,,1874,,927,,0,,201,,0,,201,,0,,201,,0,,201,,0,,201,,0,,201,,355,,249,,2512,,750,,682,,321,,6516,,1476,,400C100US31087,"Fort Wayne, IN Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US31150,"Four Corners, FL Urban Cluster (2010)"
128401,,4784,,116583,,4564,,100711,,4587,,15872,,2575,,11930,,2340,,3048,,980,,584,,473,,172,,210,,138,,115,,1051,,591,,974,,572,,0,,234,,0,,234,,77,,138,,0,,234,,27,,44,,389,,323,,761,,507,,3860,,1519,,1263,,871,,4467,,1535,,400C100US51877,"Lubbock, TX Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US52201,"Lynchburg, VA Urbanized Area (2010)"
314444,,8010,,275501,,8829,,247777,,8551,,27724,,3666,,17539,,3184,,6049,,1605,,3648,,1374,,237,,200,,251,,407,,1856,,1136,,1444,,1038,,0,,234,,412,,439,,0,,234,,0,,234,,0,,234,,0,,234,,592,,458,,2985,,1067,,14571,,3072,,18939,,2714,,400C100US52390,"McAllen, TX Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US52687,"McKinney, TX Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US52822,"Macon, GA Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US52984,"Madera, CA Urbanized Area (2010)"
256919,,6494,,198350,,7032,,182813,,6542,,15537,,2543,,13213,,2435,,1277,,504,,815,,596,,105,,164,,127,,159,,16666,,2160,,16314,,2104,,80,,134,,272,,442,,0,,153,,0,,153,,263,,228,,409,,382,,7175,,1695,,18174,,2811,,1647,,945,,14235,,2335,,400C100US53200,"Madison, WI Urbanized Area (2010)"
224637,,4842,,198767,,4293,,168450,,4349,,30317,,3413,,23143,,2786,,4305,,1371,,1230,,576,,1200,,702,,439,,343,,5099,,1447,,5099,,1447,,0,,203,,0,,203,,0,,203,,0,,203,,0,,203,,659,,482,,1154,,609,,6788,,1573,,1402,,1013,,10768,,1731,,400C100US74179,"Reno, NV--CA Urbanized Area (2010)"
530442,,8404,,467161,,9023,,418632,,9678,,48529,,4512,,39567,,3724,,4712,,1170,,2601,,1444,,347,,270,,1302,,661,,11128,,2430,,10355,,2347,,170,,211,,603,,355,,0,,208,,0,,208,,2555,,1150,,659,,387,,2109,,687,,10968,,2576,,5968,,1293,,29894,,3635,,400C100US74746,"Richmond, VA Urbanized Area (2010)"
88669,,3025,,78484,,3188,,71207,,3712,,7277,,1752,,5574,,1365,,1252,,865,,122,,201,,329,,307,,0,,210,,1797,,846,,1025,,708,,106,,123,,666,,312,,0,,210,,0,,210,,512,,417,,47,,78,,113,,192,,1156,,544,,524,,407,,6036,,1337,,400C100US31519,"Frederick, MD Urbanized Area (2010)"
77728,,4572,,68473,,4395,,60114,,4445,,8359,,1822,,5758,,1453,,1333,,635,,276,,208,,581,,346,,411,,222,,2820,,797,,350,,261,,90,,108,,2241,,733,,139,,122,,0,,208,,64,,105,,78,,95,,120,,161,,1742,,795,,1439,,919,,2992,,788,,400C100US31600,"Fredericksburg, VA Urbanized Area (2010)"
294118,,7563,,266471,,7440,,230154,,7778,,36317,,3599,,24733,,3119,,7059,,1953,,2743,,984,,1172,,626,,610,,390,,3673,,1084,,3503,,992,,14,,34,,0,,216,,156,,262,,0,,216,,1074,,824,,805,,581,,537,,354,,3665,,1082,,1533,,789,,16360,,2373,,400C100US31843,"Fresno, CA Urbanized Area (2010)"
100063,,5542,,81419,,4927,,72673,,5312,,8746,,2098,,6352,,1766,,1641,,960,,296,,290,,392,,401,,65,,112,,3290,,1012,,3173,,985,,0,,234,,0,,234,,0,,234,,117,,198,,594,,501,,647,,522,,2725,,969,,5891,,2382,,725,,676,,4772,,1247,,400C100US32167,"Gainesville, FL Urbanized Area (2010)"
64783,,3757,,58593,,3564,,49525,,3282,,9068,,2174,,3691,,1226,,2419,,949,,1508,,1086,,857,,819,,593,,530,,316,,320,,316,,320,,0,,234,,0,,234,,0,,234,,0,,234,,971,,714,,139,,246,,0,,234,,1374,,1021,,190,,168,,3200,,1093,,400C100US32194,"Gainesville, GA Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US32653,"Gastonia, NC--SC Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US53740,"Manchester, NH Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US53794,"Mandeville--Covington, LA Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US54091,"Mansfield, OH Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US54145,"Manteca, CA Urbanized Area (2010)"
886771,,12042,,763999,,11240,,679728,,11363,,84271,,5409,,64248,,5226,,10915,,1992,,4544,,1418,,3264,,1096,,1300,,515,,20960,,2732,,10662,,2093,,747,,456,,934,,458,,8539,,1849,,78,,127,,1732,,810,,3031,,966,,7503,,1355,,13983,,1977,,7545,,1549,,68018,,4882,,400C100US77068,"Sacramento, CA Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US77149,"Saginaw, MI Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US77230,"St. Augustine, FL Urbanized Area (2010)"
60816,,3693,,54621,,3872,,46637,,3596,,7984,,2495,,6652,,2478,,747,,646,,382,,268,,122,,160,,81,,125,,1582,,1042,,1528,,1032,,0,,149,,54,,92,,0,,149,,0,,149,,197,,173,,0,,149,,587,,401,,948,,500,,863,,903,,2018,,988,,400C100US77338,"St. Cloud, MN Urbanized Area (2010)"
52148,,3441,,44690,,3208,,37871,,4016,,6819,,2671,,4960,,2192,,191,,196,,1492,,1461,,110,,121,,66,,110,,332,,331,,332,,331,,0,,198,,0,,198,,0,,198,,0,,198,,0,,198,,257,,225,,263,,240,,484,,321,,1467,,1329,,4655,,1510,,400C100US77446,"St. George, UT Urbanized Area (2010)"
689852,,9685,,607116,,8627,,552379,,9016,,54737,,4422,,43890,,3695,,7377,,1727,,1432,,657,,1261,,559,,777,,326,,23093,,2578,,22358,,2537,,178,,190,,422,,275,,135,,128,,0,,153,,723,,387,,943,,548,,1869,,513,,20143,,2532,,3545,,1018,,32420,,3054,,400C100US57466,"Milwaukee, WI Urbanized Area (2010)"
1559482,,11492,,1305477,,11843,,1181964,,13303,,123513,,7169,,92145,,6144,,14922,,2493,,8173,,1841,,5677,,1406,,2596,,1087,,83088,,4471,,69355,,4041,,1400,,837,,1204,,571,,10964,,1714,,165,,157,,3364,,1070,,1069,,454,,15192,,2036,,39720,,3582,,12665,,1921,,98907,,6014,,400C100US57628,"Minneapolis--St. Paul, MN--WI Urbanized Area (2010)"
304325,,7293,,252480,,6972,,230733,,6659,,21747,,3229,,15628,,3135,,3470,,923,,1512,,715,,761,,418,,376,,348,,3719,,1529,,2454,,1470,,85,,121,,1060,,636,,0,,216,,120,,141,,291,,238,,1003,,532,,1076,,864,,6999,,1503,,3562,,1230,,35195,,3497,,400C100US57709,"Mission Viejo--Lake Forest--San Clemente, CA Urbanized Area (2010)"
135217,,6495,,116837,,6675,,100773,,6171,,16064,,2645,,11560,,2293,,2739,,985,,661,,642,,836,,619,,268,,248,,8052,,1625,,2008,,804,,70,,109,,5760,,1415,,214,,226,,0,,213,,343,,346,,140,,150,,87,,110,,2926,,822,,530,,413,,6302,,1532,,400C100US88462,"Trenton, NJ Urbanized Area (2010)"
397192,,8299,,340424,,7800,,302750,,7750,,37674,,3601,,27212,,3708,,7662,,1960,,2010,,662,,545,,315,,245,,237,,7255,,1740,,7144,,1740,,0,,218,,0,,218,,111,,102,,0,,218,,570,,454,,1374,,538,,6119,,1491,,10888,,1943,,3864,,1327,,26698,,2964,,400C100US88732,"Tucson, AZ Urbanized Area (2010)"
156363,,5754,,143968,,5423,,125547,,5710,,18421,,2645,,13257,,2344,,3250,,1144,,721,,599,,914,,615,,279,,282,,3303,,1171,,1927,,851,,668,,463,,708,,497,,0,,216,,0,,216,,365,,279,,80,,80,,120,,143,,1646,,610,,1013,,578,,5868,,1327,,400C100US85087,"Stockton, CA Urbanized Area (2010)"
53857,,2882,,46732,,2896,,39323,,2909,,7409,,1826,,5455,,1586,,1474,,1167,,400,,465,,33,,54,,47,,77,,2614,,1044,,1618,,812,,0,,216,,847,,541,,149,,240,,0,,216,,76,,122,,0,,216,,438,,411,,811,,543,,484,,382,,2702,,939,,400C100US33328,"Gilroy--Morgan Hill, CA Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US33598,"Glens Falls, NY Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US34273,"Grand Junction, CO Urbanized Area (2010)"
316026,,6908,,285640,,7289,,255864,,6915,,29776,,2988,,22708,,2914,,4029,,1085,,1264,,607,,1224,,593,,551,,378,,6410,,1572,,6267,,1578,,68,,107,,75,,124,,0,,175,,0,,175,,680,,466,,161,,189,,1439,,638,,7136,,1287,,1346,,686,,13214,,1787,,400C100US34300,"Grand Rapids, MI Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US45235,"Kingsport, TN--VA Urbanized Area (2010)"
182886,,8888,,168116,,8732,,142173,,7763,,25943,,5230,,17943,,4024,,4112,,1581,,1951,,1327,,1821,,1297,,116,,199,,1410,,740,,1232,,690,,137,,223,,0,,234,,41,,69,,0,,234,,591,,486,,0,,234,,358,,309,,1401,,764,,1180,,894,,9830,,2422,,400C100US45451,"Kissimmee, FL Urbanized Area (2010)"
290221,,6954,,262212,,6737,,237950,,7220,,24262,,3193,,19911,,2904,,2769,,918,,1066,,583,,390,,279,,126,,146,,2752,,1194,,2684,,1186,,0,,216,,68,,114,,0,,216,,0,,216,,0,,216,,264,,229,,616,,325,,4996,,1471,,1874,,763,,17507,,2346,,400C100US45640,"Knoxville, TN Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US45910,"La Crosse, WI--MN Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US45937,"Lady Lake--The Villages, FL Urbanized Area (2010)"
51622,,3138,,40418,,2776,,37374,,2676,,3044,,1043,,2335,,842,,535,,423,,174,,174,,0,,206,,0,,206,,3167,,1174,,3167,,1174,,0,,206,,0,,206,,0,,206,,0,,206,,0,,206,,48,,79,,181,,122,,661,,351,,198,,172,,6949,,1545,,400C100US46126,"Lafayette--Louisville--Erie, CO Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US46531,"Lake Charles, LA Urbanized Area (2010)"
144098,,5198,,133402,,4862,,121637,,4831,,11765,,2272,,9831,,2137,,960,,540,,402,,362,,218,,221,,354,,394,,860,,445,,797,,406,,0,,206,,63,,109,,0,,206,,0,,206,,203,,198,,28,,47,,460,,721,,1375,,724,,1573,,702,,6197,,1581,,400C100US57925,"Mobile, AL Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US59275,"Morgantown, WV Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US77743,"St. Joseph, MO--KS Urbanized Area (2010)"
1079018,,8941,,968927,,10554,,891336,,10368,,77591,,5054,,63352,,4509,,6840,,1543,,3764,,1323,,2291,,1306,,1344,,660,,23282,,2885,,17044,,2842,,2919,,1030,,654,,304,,2665,,827,,0,,203,,1601,,935,,922,,497,,2028,,555,,17393,,2413,,9322,,1945,,55543,,4791,,400C100US77770,"St. Louis, MO--IL Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US57736,"Missoula, MT Urbanized Area (2010)"
61216,,2689,,50366,,2683,,41455,,2555,,8911,,1678,,6299,,1445,,1718,,896,,520,,320,,374,,363,,0,,149,,3389,,1000,,3389,,1000,,0,,149,,0,,149,,0,,149,,0,,149,,167,,203,,0,,149,,616,,321,,2641,,917,,750,,387,,3287,,877,,400C100US75637,"Rochester, MN Urbanized Area (2010)"
356168,,6266,,317742,,6402,,291125,,7051,,26617,,2812,,23306,,2653,,1788,,887,,533,,358,,648,,657,,342,,213,,9303,,1708,,9067,,1655,,147,,142,,28,,50,,0,,207,,61,,100,,445,,265,,665,,402,,1911,,582,,8598,,1597,,2338,,684,,15166,,1851,,400C100US75664,"Rochester, NY Urbanized Area (2010)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400C100US85708,"Sumter, SC Urbanized Area (2010)"
334925,,6091,,292607,,6634,,256359,,7193,,36248,,3637,,24836,,3683,,7078,,1551,,1484,,805,,1419,,691,,1431,,832,,6617,,1340,,4703,,1038,,241,,309,,1272,,520,,230,,199,,171,,173,,341,,400,,644,,323,,8006,,1704,,5268,,1274,,1199,,527,,20243,,2781,,5001600US0603,"Congressional District 3 (116th Congress), California"
265392,,10327,,247595,,9895,,206769,,9041,,40826,,5118,,25461,,3999,,9123,,2675,,2733,,1391,,2511,,1493,,998,,647,,1788,,916,,1788,,916,,0,,216,,0,,216,,0,,216,,0,,216,,0,,216,,170,,170,,792,,507,,4452,,1184,,1523,,679,,9072,,2045,,5001600US0621,"Congressional District 21 (116th Congress), California"
